quarter,ps_median,growth_median,margin_median
2005Q4,6.539118729508403,0.08797274569839142,0.05260943393391137
2006Q1,6.773260863490399,0.08479616671230217,0.06698717558512886
2006Q2,6.816577455603697,0.12852049589700587,0.04834634470373754
2006Q3,6.0833282207400865,0.15429604423649512,0.05846392682568653
2006Q4,6.547404186468372,0.13751906992702279,0.06016096006184227
2007Q1,6.393492868318715,0.14292876218389372,0.06109436933719188
2007Q2,7.189978276579699,0.10960545239947417,0.04341062348371333
2007Q3,6.535356809499433,0.10631480617304578,0.05487574219896492
2007Q4,6.432686624765685,0.11898884171027935,0.05904230590423059
2008Q1,4.990139123797963,0.12408388994094777,0.061845724765034006
2008Q2,5.377674553590591,0.12275090961231894,0.040364881713948544
2008Q3,4.351200182367824,0.11228153395178253,0.038188989596453754
2008Q4,2.9370009737099627,0.06961849375487728,0.03646665464728227
2009Q1,2.83604890654213,-0.0329536694324602,0.012475061521089565
2009Q2,4.565048408618062,-0.12828029034059185,0.005043625520008836
2009Q3,5.2236785859133334,-0.12152690945690192,0.02240893751459492
2009Q4,5.078898477725543,-0.08104140158559259,0.045644216691068815
2010Q1,5.186532912703774,0.02596438892126729,0.04996808792882002
2010Q2,5.408217054263566,0.1512540084184335,0.050836050530613755
2010Q3,4.856139477847669,0.16356444858073527,0.06121675884536707
2010Q4,5.343919953180867,0.17784166344542296,0.07221427934197609
2011Q1,5.67351100074378,0.16125428273499187,0.0723259408485438
2011Q2,5.926246247600572,0.14660771797193706,0.0528710017027259
2011Q3,4.500406805963229,0.13367123883899945,0.06116847144697292
2011Q4,4.545030303394029,0.08389289785070941,0.060166579961276515
2012Q1,5.091181692276118,0.04390256879108512,0.05149074126619747
2012Q2,4.850428139301183,0.05089984919685875,0.03767177614670299
2012Q3,4.657353965068388,0.03450270255232213,0.03915841470164517
2012Q4,4.701104077524078,0.03454862129748726,0.04461251460318978
2013Q1,5.233431085760653,0.059819409782608246,0.04332095877626697
2013Q2,5.809345629837109,0.035053797148965726,0.025505767049110967
2013Q3,6.146034467593111,0.05468998476743747,0.04063150827806701
2013Q4,6.825634973721931,0.06098157057440168,0.04116715077898073
2014Q1,7.074738707682284,0.07653400568236479,0.04316199695432485
2014Q2,7.4258215343353635,0.08416501795266362,0.02353939084900665
2014Q3,6.768831890666064,0.08044305062552726,0.040381713894709986
2014Q4,6.918119894782348,0.08257834841042533,0.04275907034713944
2015Q1,6.735359270831681,0.07008208321539766,0.04632790558154104
2015Q2,7.48090710828358,0.04745309287592281,0.02362561833109581
2015Q3,6.455017956302511,0.040587859279329286,0.03431708667697209
2015Q4,6.6346514772009675,0.05099846390168983,0.03680461329715061
2016Q1,5.803898793097104,0.046494375190027304,0.04153006253700949
2016Q2,6.324850251154482,0.04428463918387826,0.022895238930678304
2016Q3,6.542810034036663,0.05749308455472668,0.032095649617828376
2016Q4,6.560764535677917,0.07816424385417453,0.034457691189299214
2017Q1,6.857543179830501,0.07061793519386228,0.03895422121637998
2017Q2,7.288077766948097,0.07318840579710151,0.02567541674650316
2017Q3,7.010410870724965,0.08562886897298161,0.032369742080664704
2017Q4,7.4027435070251855,0.08429444345737003,0.03950095864785928
2018Q1,6.975548593789808,0.11106290041594047,0.013951036766427987
2018Q2,7.64572302307881,0.1080932006598544,0.01936600063690627
2018Q3,7.835241820807186,0.09790717082878597,0.03058223638526993
2018Q4,7.1642668673300545,0.08469860896445125,0.04200585383700722
2019Q1,7.247196266773566,0.07336846372111872,0.04335028097404335
2019Q2,8.584797089619684,0.051175516790516684,0.020257328037522934
2019Q3,7.717916447270303,0.058716829196339804,0.028451198502594303
2019Q4,7.852295446235199,0.05215082574170604,0.029831210142611447
2020Q1,6.746715895671933,0.06588195541119102,0.029974002962155417
2020Q2,8.164615347828713,0.03155225958548824,0.004865414207459416
2020Q3,9.375820819000309,0.0038801940097004106,0.012687686393490666
2020Q4,9.901858294939542,0.0467069667891592,0.03134725474015931
2021Q1,11.272311998958392,0.07262833714361294,0.03998973425725018
2021Q2,13.375749398981657,0.13109292035279163,0.030099568194681396
2021Q3,12.428795969861618,0.24920590830049616,0.0378295642382661
2021Q4,11.635945860994317,0.20273006215141276,0.0342392962029552
2022Q1,9.557547836196255,0.17394961532551068,0.027975165401525167
2022Q2,,,
2022Q3,,,
2022Q4,,,
